transaction_id,reason,flagged_date,amount
0d03f8d6-caca-4ec5-a835-18d9136327f5,Flera transaktioner inom 1 minut,2025-06-30,175.42
9200f609-732e-4e57-bfd4-d5cd3d500d65,Flera transaktioner inom 1 minut,2025-06-30,601.95
85b023be-d156-485c-bc3b-2fe403a87b56,Flera transaktioner inom 1 minut,2025-06-30,500.51
e94fb9f9-5436-4906-b109-a3729ae364d8,Flera transaktioner inom 1 minut,2025-06-30,838.58
d9bf74a8-387f-447b-920b-1a528ba93f9a,Flera transaktioner inom 1 minut,2025-06-30,704.63
de4c7a6c-7858-4398-bc80-e1a852b71514,Flera transaktioner inom 1 minut,2025-06-30,166.25
38ba5ae8-76d1-48c3-a179-6cdc756977b3,Flera transaktioner inom 1 minut,2025-06-30,855.88
1e125ad6-6172-44a3-a7a9-da11ae2d0abb,Flera transaktioner inom 1 minut,2025-06-30,363.7
3022548a-ac74-4108-8130-2362709b680f,Flera transaktioner inom 1 minut,2025-06-30,387.4
70477425-0280-4411-8026-6cccc5a147d8,Flera transaktioner inom 1 minut,2025-06-30,635.1
71158522-dbea-42dc-8f6b-30be852575ca,Flera transaktioner inom 1 minut,2025-06-30,243.3
d6892c26-f231-4ca0-9fc1-b21651a4733a,Flera transaktioner inom 1 minut,2025-06-30,367.85
04b1df41-5d79-4613-bbad-61039dc7a8a8,Flera transaktioner inom 1 minut,2025-06-30,476.49
a5f6a8b2-0d5b-4dea-9604-59769b7ce570,Flera transaktioner inom 1 minut,2025-06-30,509.84
abe3ab43-9d04-401e-8e89-93e059b2719b,Flera transaktioner inom 1 minut,2025-06-30,363.23
5b92b7da-d4f3-4a05-a0ba-557e80de3676,Flera transaktioner inom 1 minut,2025-06-30,299.03
e1905cd3-75a4-42e2-ba61-51e4806144c5,Flera transaktioner inom 1 minut,2025-06-30,575.19
ddcc2792-b80c-418a-8ee6-6caeac8aa04f,Flera transaktioner inom 1 minut,2025-06-30,660.26
f74af970-c74a-40bb-bed6-86af3cf2921b,Flera transaktioner inom 1 minut,2025-06-30,481.71
352c9b00-3d66-4b33-9ec2-cbedf7b205ca,Flera transaktioner inom 1 minut,2025-06-30,935.97
10ecd77e-229f-4e23-b5c3-cedb9c580635,Flera transaktioner inom 1 minut,2025-06-30,325.94
2320cb13-1133-420a-b476-c75987dd32cc,Flera transaktioner inom 1 minut,2025-06-30,795.74
1881a2f0-619a-46c4-ad5f-5caa2555a1c2,Flera transaktioner inom 1 minut,2025-06-30,161.25
9f1b34a3-d444-49f6-bc3a-eeba54d977bd,Flera transaktioner inom 1 minut,2025-06-30,930.38
194a457a-37af-4abb-8a6f-bd472d11ef79,Flera transaktioner inom 1 minut,2025-06-30,685.83
0de769c8-6eee-4336-8f49-ff9c67a4268e,Flera transaktioner inom 1 minut,2025-06-30,694.0
5febe6ce-e9bc-4488-89e6-0d781e560dd5,Flera transaktioner inom 1 minut,2025-06-30,779.76
74729ba3-a60a-4013-9440-d25ae6f6e632,Flera transaktioner inom 1 minut,2025-06-30,712.96
6c5ea5ba-418f-4c66-afe7-692bd133046e,Flera transaktioner inom 1 minut,2025-06-30,307.22
6e694c8c-365c-43b5-a0c0-e370e4dd94e3,Flera transaktioner inom 1 minut,2025-06-30,284.19
d60bd234-5a31-4fc8-8703-2d2a5c115b1a,Flera transaktioner inom 1 minut,2025-06-30,516.28
4c005997-7ea8-4644-bac2-2a48b794c9e3,Flera transaktioner inom 1 minut,2025-06-30,248.69
c7cae096-b19d-4cf1-b221-b153b5f39cf1,Flera transaktioner inom 1 minut,2025-06-30,333.55
cf130957-fac6-4021-9c30-16380b6a6376,Flera transaktioner inom 1 minut,2025-06-30,731.41
635e788e-658e-4367-9e5d-352f8244d784,Flera transaktioner inom 1 minut,2025-06-30,845.09
89cc9700-b9e1-48d1-aaaa-7461117a6067,Flera transaktioner inom 1 minut,2025-06-30,247.84
e4e5e505-fb9f-4d4f-8f4e-1da981f28da3,Flera transaktioner inom 1 minut,2025-06-30,323.64
052e834c-52a1-4664-9bcd-cb3cec7711d3,Flera transaktioner inom 1 minut,2025-06-30,881.85
8e01762d-a376-4fcc-9e9c-bad2345915fb,Flera transaktioner inom 1 minut,2025-06-30,829.78
4d559618-7e68-4ded-92c2-faab73b68649,Flera transaktioner inom 1 minut,2025-06-30,882.73
df0c8f2f-f34a-4e24-a7ed-c659128b6f73,Flera transaktioner inom 1 minut,2025-06-30,874.64
d4380ac3-8300-4d2f-9e0e-f79f14f0d716,Flera transaktioner inom 1 minut,2025-06-30,779.63
be8d42c8-3cf8-45d7-97c5-f2f586b31e57,Flera transaktioner inom 1 minut,2025-06-30,417.73
2ffdb794-71ac-46de-8103-518615517fd5,Flera transaktioner inom 1 minut,2025-06-30,684.95
2279dd02-2362-4ca8-b600-a481a8406257,Flera transaktioner inom 1 minut,2025-06-30,875.07
92f85d48-cb09-45ac-b00b-efdbbe7160b6,Flera transaktioner inom 1 minut,2025-06-30,993.23
b057253a-0b1c-4b55-a0fe-de26c56a007f,Flera transaktioner inom 1 minut,2025-06-30,932.94
2704909f-1161-41e9-8cc2-b780e58c48cf,Flera transaktioner inom 1 minut,2025-06-30,699.58
8d118f45-77e4-4784-936d-46a81c1fdb89,Flera transaktioner inom 1 minut,2025-06-30,919.72
6ba139b4-64b5-492d-b764-2e8b02cf51fe,Flera transaktioner inom 1 minut,2025-06-30,866.61
efc0d4df-02b9-4197-8a50-731e36993604,Flera transaktioner inom 1 minut,2025-06-30,838.27
b18db3e0-f7a3-4100-950a-d43f30f9ccc9,Flera transaktioner inom 1 minut,2025-06-30,669.49
c5b68f3f-cf0d-4324-95d6-e3b608076e0d,Flera transaktioner inom 1 minut,2025-06-30,248.82
56781aaa-1d6e-482d-b21b-1ffba7645c96,Flera transaktioner inom 1 minut,2025-06-30,497.54
292b3bf8-f304-42df-bc05-e78a74945a53,Flera transaktioner inom 1 minut,2025-06-30,953.39
8941d65e-4d75-43aa-8800-da19210eecdf,Flera transaktioner inom 1 minut,2025-06-30,467.67
99d680bd-c961-435e-810e-cb421402b9e2,Flera transaktioner inom 1 minut,2025-06-30,166.11
c1b0da6a-a3b4-465b-9e77-ee68f62cb07d,Flera transaktioner inom 1 minut,2025-06-30,714.98
43ca9c9f-6e36-4e3d-aa8d-4296c257e057,Flera transaktioner inom 1 minut,2025-06-30,582.11
26916e60-0e67-46b2-9d65-a21dda7f4f58,Flera transaktioner inom 1 minut,2025-06-30,594.02
3ba5f46d-b13a-4f68-9682-63a95ee7e30e,Flera transaktioner inom 1 minut,2025-06-30,833.41
ad0d058e-b06a-42ad-b2ee-13551e53ffd5,Flera transaktioner inom 1 minut,2025-06-30,575.36
504dfe2f-a5a7-4029-94e6-5dbbfe1f6da4,Flera transaktioner inom 1 minut,2025-06-30,134.85
177c79a6-b897-4d87-8b5f-7bb056c0bbb8,Flera transaktioner inom 1 minut,2025-06-30,524.64
5cec4122-d07a-4fd0-b982-a3c4a72684bd,Flera transaktioner inom 1 minut,2025-06-30,753.73
3bf99edf-df89-4e5c-bdc5-79a344cc27a3,Flera transaktioner inom 1 minut,2025-06-30,753.59
f00e8574-78f0-400e-b1fe-85c20c095820,Flera transaktioner inom 1 minut,2025-06-30,287.92
9e32e4f4-72b6-4a95-ae43-28d02b48ad72,Flera transaktioner inom 1 minut,2025-06-30,658.7
2901b12c-6570-4e72-8828-7faf65fe5ef4,Flera transaktioner inom 1 minut,2025-06-30,842.02
9cfdae24-0847-4cc1-a963-5f5894ef207c,Flera transaktioner inom 1 minut,2025-06-30,286.79
7067e723-0301-4601-9fce-1ddc0b8d3772,Flera transaktioner inom 1 minut,2025-06-30,658.58
ebb6e5b6-9f85-47a6-8d73-cdb0a3c3b982,Flera transaktioner inom 1 minut,2025-06-30,842.45
569e9cb2-db04-41a1-91a3-06a886dfa4b8,Flera transaktioner inom 1 minut,2025-06-30,893.84
6885a318-5b62-48fa-931d-de35377df059,Flera transaktioner inom 1 minut,2025-06-30,410.23
261fd93a-5b06-4693-b601-3714bf5106dc,Flera transaktioner inom 1 minut,2025-06-30,755.74
5bf05ef1-aff2-4c3e-a847-1237da03c62e,Flera transaktioner inom 1 minut,2025-06-30,101.83
4cedaae0-5214-4a7d-91d0-9811f3a729a5,Flera transaktioner inom 1 minut,2025-06-30,172.16
5ecb99e9-d4bf-4081-ae54-3c7c58b30494,Flera transaktioner inom 1 minut,2025-06-30,649.22
9ee795b1-91dc-43bc-b0b1-85a9cdf304ea,Flera transaktioner inom 1 minut,2025-06-30,805.11
9de4c195-96ba-46dc-8518-53e4396de9b6,Flera transaktioner inom 1 minut,2025-06-30,784.8
7341a10f-58ef-4254-b2d2-1f2c2f5eb954,Flera transaktioner inom 1 minut,2025-06-30,218.42
e7e8767a-275e-4e05-82be-039888f51e30,Flera transaktioner inom 1 minut,2025-06-30,742.2
57119e94-9460-443c-a71b-0f4c6d29c1bf,Flera transaktioner inom 1 minut,2025-06-30,309.11
736288ad-452b-42ad-b9b9-a3de43d3b273,Flera transaktioner inom 1 minut,2025-06-30,960.76
2e468693-eab8-4b1e-bfa3-49fb1443bb60,Flera transaktioner inom 1 minut,2025-06-30,574.2
fa3fe5cd-6a3a-470d-827c-df2e1431f214,Flera transaktioner inom 1 minut,2025-06-30,362.9
9a844baf-7638-47a3-9e53-a930bda3e534,Flera transaktioner inom 1 minut,2025-06-30,787.23
778806a6-3aed-4305-aae9-b4dcd697df81,Flera transaktioner inom 1 minut,2025-06-30,900.75
4f094660-13a7-42ab-a1c7-0de10e2ad2cf,Flera transaktioner inom 1 minut,2025-06-30,620.74
6b6ac728-d58d-4c53-8e4d-2d11b666698b,Flera transaktioner inom 1 minut,2025-06-30,267.16
8923f2a3-192c-486d-ad1d-8cb13e53b7e2,Flera transaktioner inom 1 minut,2025-06-30,297.06
ea9ea250-b417-43c1-9ece-c4ab80ccbbf2,Flera transaktioner inom 1 minut,2025-06-30,639.84
7c04c0bb-f2d9-4177-8e23-ce2cd6a0a937,Flera transaktioner inom 1 minut,2025-06-30,120.46
565a77ec-e80e-4de2-bc2d-dc213268379a,Flera transaktioner inom 1 minut,2025-06-30,542.77
d20c6731-f7fa-4f8b-a328-ee3aa23c3e5e,Flera transaktioner inom 1 minut,2025-06-30,476.7
2b7fd93c-eaa7-4d02-b6cf-19c07aa6d580,Flera transaktioner inom 1 minut,2025-06-30,150.7
e4d92e01-2df3-48a5-a13f-6892eabb2fa6,Flera transaktioner inom 1 minut,2025-06-30,396.85
4c31c8db-69ca-4027-af84-366f260b21a6,Flera transaktioner inom 1 minut,2025-06-30,719.81
d416190f-145e-4e24-8b27-964466a246cc,Flera transaktioner inom 1 minut,2025-06-30,830.18
d1e44746-7ff6-42b7-9d82-03ce115eeaaa,Flera transaktioner inom 1 minut,2025-06-30,657.3
8f9bf268-7c0e-4b21-a823-c3351e105511,Flera transaktioner inom 1 minut,2025-06-30,315.1
3c3fe50c-29cb-495b-bcf8-eb26959869a5,Flera transaktioner inom 1 minut,2025-06-30,101.44
f0da6dfe-4038-42a0-8fe6-798cfc94a1c6,Flera transaktioner inom 1 minut,2025-06-30,515.49
71548727-8fe8-407e-90e5-cb0c744559c8,Flera transaktioner inom 1 minut,2025-06-30,800.22
1a3e8f52-9ef0-4cfa-99ea-74ae241d0204,Flera transaktioner inom 1 minut,2025-06-30,297.29
7a9e727c-799f-456c-a554-5512fe9bcd2d,Flera transaktioner inom 1 minut,2025-06-30,291.19
22bbd380-a16c-4b0f-a7dd-5063ea720f23,Flera transaktioner inom 1 minut,2025-06-30,121.39
c9093835-7e5a-4496-8974-dc9f3dab2f22,Flera transaktioner inom 1 minut,2025-06-30,686.0
db6b3525-c63c-4e41-8e6a-736b76d32b83,Flera transaktioner inom 1 minut,2025-06-30,266.12
77208c88-a256-4be3-9bd4-2f466b7030c8,Flera transaktioner inom 1 minut,2025-06-30,262.61
828cd82c-2c39-4ae7-a55d-865e6d94cf82,Flera transaktioner inom 1 minut,2025-06-30,201.46
a13aac4e-be57-4386-934c-bc10186b57d8,Flera transaktioner inom 1 minut,2025-06-30,635.23
a7715fa2-faee-4fb3-88bf-401620baf9ad,Flera transaktioner inom 1 minut,2025-06-30,740.18
3ab4861a-e8d3-4efa-a8ff-46b4a43ded2d,Flera transaktioner inom 1 minut,2025-06-30,865.03
e4fd7cac-f713-4e50-ac75-cdba802bfcea,Flera transaktioner inom 1 minut,2025-06-30,225.09
9bd93cc7-9743-496b-8e09-4de38137d795,Flera transaktioner inom 1 minut,2025-06-30,154.92
d9058d3b-5494-40eb-b2b6-acf17056315d,Flera transaktioner inom 1 minut,2025-06-30,349.04
9a0180c9-26fa-40da-9d7d-e4df768c9038,Flera transaktioner inom 1 minut,2025-06-30,552.32
4cb565e5-3bc0-41fc-a2aa-5d64100862c8,Flera transaktioner inom 1 minut,2025-06-30,711.2
d3314d78-47dd-4c45-adb7-1132e504b5d4,Flera transaktioner inom 1 minut,2025-06-30,388.33
db05c0cf-ba0e-4362-b662-2db9dbd5df13,Flera transaktioner inom 1 minut,2025-06-30,726.05
0391caaa-d206-45a1-973e-098250c35076,Flera transaktioner inom 1 minut,2025-06-30,925.76
3368d792-51fc-4270-8251-0340463cf971,Flera transaktioner inom 1 minut,2025-06-30,750.11
c2a1f478-e412-4b3d-9565-62df85584566,Flera transaktioner inom 1 minut,2025-06-30,574.9
f81ab858-917a-4a53-86b6-d4e0a6f7640e,Flera transaktioner inom 1 minut,2025-06-30,220.78
362643d8-9783-4e93-816a-e6ff2a6674ec,Flera transaktioner inom 1 minut,2025-06-30,186.61
24ec963e-e9ad-4507-a3ee-6cef0f035189,Flera transaktioner inom 1 minut,2025-06-30,262.21
c17a6746-ace3-459e-829c-644fcb380ceb,Flera transaktioner inom 1 minut,2025-06-30,145.71
68f060a1-3399-42e8-99bd-170618e06c50,Flera transaktioner inom 1 minut,2025-06-30,398.33
19440e79-eaef-474a-b5bc-e4206dbc401d,Flera transaktioner inom 1 minut,2025-06-30,515.5
c64a6334-cb6e-42ee-a6ba-092f5f1a48ab,Flera transaktioner inom 1 minut,2025-06-30,435.91
29fa8797-537f-4c8f-841b-ef29a9c8203b,Flera transaktioner inom 1 minut,2025-06-30,820.31
8a09ace3-9c93-4cbb-b626-e37dc4494db5,Flera transaktioner inom 1 minut,2025-06-30,582.86
ef109aeb-0004-4272-97e8-0c05d436ae11,Flera transaktioner inom 1 minut,2025-06-30,683.59
fca0a6eb-ad11-49ab-958c-09f9dbe2b0c9,Flera transaktioner inom 1 minut,2025-06-30,583.76
72395924-dd61-430a-80ab-4080fc8da2f7,Flera transaktioner inom 1 minut,2025-06-30,130.68
1f75d422-021f-447a-9a19-6eb502c05ab0,Flera transaktioner inom 1 minut,2025-06-30,880.74
d00699cf-2035-4478-bb88-9e37cd361ad8,Flera transaktioner inom 1 minut,2025-06-30,490.56
a7885ac2-0317-443f-a082-03a7978b48fe,Flera transaktioner inom 1 minut,2025-06-30,472.13
f2b96ec5-1f93-4373-8edb-488b8de31456,Flera transaktioner inom 1 minut,2025-06-30,848.68
26db810b-5439-44ad-8ae1-3c7e023efae5,Flera transaktioner inom 1 minut,2025-06-30,249.91
bb02b154-f01b-4fa2-bed2-c880e531b805,Flera transaktioner inom 1 minut,2025-06-30,973.05
52a61d9b-137e-4489-b4d0-be80b52dad2d,Flera transaktioner inom 1 minut,2025-06-30,497.46
c7072443-be01-47dc-977f-b7a7b547d51b,Flera transaktioner inom 1 minut,2025-06-30,636.25
94e1777b-7486-4adc-a912-07f50d187c45,Flera transaktioner inom 1 minut,2025-06-30,419.38
45231463-b9f8-4eda-be09-f84d571893c7,Flera transaktioner inom 1 minut,2025-06-30,179.93
1df37e9f-557e-4aa9-bec0-3c6a84224462,Flera transaktioner inom 1 minut,2025-06-30,617.28
dcf7bf76-ad37-4738-a248-47444988cc8b,Flera transaktioner inom 1 minut,2025-06-30,174.98
2a4f7dc8-734a-45b6-a898-e929ef658561,Flera transaktioner inom 1 minut,2025-06-30,613.32
251c461a-128b-467c-b97b-731139664e8c,Flera transaktioner inom 1 minut,2025-06-30,991.14
c5f67681-74be-4c34-b5c6-0c9fea2863f2,Flera transaktioner inom 1 minut,2025-06-30,572.3
325e0f07-6cef-4e64-8743-83fb57902fa5,Flera transaktioner inom 1 minut,2025-06-30,388.37
1a70f73a-e6f3-4432-9662-4ba3b53e0108,Flera transaktioner inom 1 minut,2025-06-30,555.03
da5ca114-fe80-4717-a2ce-cb21b4191312,Flera transaktioner inom 1 minut,2025-06-30,429.63
1391ce97-e66a-424d-8905-aef5709a87f0,Flera transaktioner inom 1 minut,2025-06-30,468.72
cb92b265-4bb6-483c-be6d-07b2c31930d8,Flera transaktioner inom 1 minut,2025-06-30,814.25
f415fb84-3de7-417b-ac71-065cfb375693,Flera transaktioner inom 1 minut,2025-06-30,869.46
319567bd-74be-446d-921a-a5787f4cab44,Flera transaktioner inom 1 minut,2025-06-30,125.71
bffd081d-e62f-4de1-97f8-3638bceb188d,Flera transaktioner inom 1 minut,2025-06-30,801.91
